date,state,us_state_or_territory,positive,probablecases,negative,pending,totaltestresultssource,totaltestresults,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,lastupdateet,datemodified,checktimeet,death,hospitalized,hospitalizeddischarged,datechecked,totaltestsviral,positivetestsviral,negativetestsviral,positivecasesviral,deathconfirmed,deathprobable,totaltestencountersviral,totaltestspeopleviral,totaltestsantibody,positivetestsantibody,negativetestsantibody,totaltestspeopleantibody,positivetestspeopleantibody,negativetestspeopleantibody,totaltestspeopleantigen,positivetestspeopleantigen,totaltestsantigen,positivetestsantigen,fips,positiveincrease,negativeincrease,total,totaltestresultsincrease,posneg,dataqualitygrade,deathincrease,hospitalizedincrease,hash,commercialscore,negativeregularscore,negativescore,positivescore,score,grade
2021-02-25,TX,Texas,2621181,351310,,,totalTestsViral,19357913,6724,,2061,,,,2380295,2021-02-25T16:00:00,2021-02-25T16:00:00Z,02/25 11:00,42285,,,2021-02-25T16:00:00Z,19357913,2581928,,2269871,,,,,1005419,148914,,,,,,,2373470,196451,48,7389,0,2621181,53992,2621181,,305,0,5dd2b23bffc13081d2206df530f5a4c162d28168,0,0,0,0,0,
2021-02-25,UT,Utah,369433,,1525558,,totalTestsViral,2829905,248,14597,87,2295,,810,348982,2021-02-25T10:05:00,2021-02-25T10:05:00Z,02/25 05:05,1890,14597,,2021-02-25T10:05:00Z,2829905,341734,2488171,,,,,1838541,,,,,,,350635,55884,935615,58304,49,832,4183,1894991,10605,1894991,,11,43,3203aba133fb7b9871c5e6b27ed5ff21094c9239,0,0,0,0,0,
2021-02-25,VA,Virginia,570982,120594,,217,totalTestEncountersViral,5830467,1488,23871,303,,183,,,2021-02-24T17:00:00,2021-02-24T17:00:00Z,02/24 12:00,7963,23871,46430,2021-02-24T17:00:00Z,,550195,,450388,6848,1115,5830467,,219906,27322,,,,,,,1349150,120290,51,2036,0,571199,30668,570982,,156,73,002515b5f1bb35d76977beaf9edf7d7c19c54680,0,0,0,0,0,
2021-02-25,VI,United States Virgin Islands,2623,,44650,102,posNeg,47273,,,,,,,2497,2021-02-25T06:23:00,2021-02-25T06:23:00Z,02/25 01:23,25,,,2021-02-25T06:23:00Z,,,,,,,,47375,,,,,,,,,,,78,10,284,47375,294,47273,,0,0,bb0f69500dfe46c21d04dea737da6d35698779b8,0,0,0,0,0,
2021-02-25,VT,Vermont,14840,427,313356,,totalTestsViral,1033554,30,,11,,,,12135,2021-02-24T23:59:00,2021-02-24T23:59:00Z,02/24 18:59,203,,,2021-02-24T23:59:00Z,1033554,,,14413,,,,327769,,,,,,,,,,,50,72,358,328196,1603,328196,,2,0,dbd89759e9e95e409b837f2f7e2f3a33b02d6d13,0,0,0,0,0,
2021-02-25,WA,Washington,336565,18055,,,totalTestEncountersViral,5167513,534,19211,152,,60,,,2021-02-24T02:59:00,2021-02-24T02:59:00Z,02/23 21:59,4912,19211,,2021-02-24T02:59:00Z,,318442,4848716,318510,,,5167513,,,,,,,,,,,,53,872,0,336565,21996,336565,,31,51,e12f3a3a2eb47278e00669814d984b51b9c6cccf,0,0,0,0,0,
2021-02-25,WI,Wisconsin,615225,53074,2615455,28,totalTestEncountersViral,6825405,355,25954,93,2251,,,547168,2021-02-25T00:00:00,2021-02-25T00:00:00Z,02/24 19:00,6994,25954,,2021-02-25T00:00:00Z,,,,562151,6394,600,6825405,3177606,,,,,,,,,,,55,965,12337,3230708,88386,3230680,,58,61,234b2e2487dd9cafcc734df812415e3b22176745,0,0,0,0,0,
2021-02-25,WV,West Virginia,130813,26209,,,totalTestsViral,2147188,282,,74,,40,,120503,2021-02-24T23:59:00,2021-02-24T23:59:00Z,02/24 18:59,2290,,,2021-02-24T23:59:00Z,2147188,,,104604,1944,346,,,32291,,,,,,,,,,54,431,0,130813,11358,130813,,5,0,5500def138226547787d17dd4250e9494237d774,0,0,0,0,0,
2021-02-25,WY,Wyoming,54202,8277,180468,,totalTestsViral,633626,20,1377,,,,,52879,2021-02-25T00:00:00,2021-02-25T00:00:00Z,02/24 19:00,671,1377,,2021-02-25T00:00:00Z,633626,38686,586971,45925,,,,226393,,,,,,,,,,,56,214,240,234670,3788,234670,,0,3,19d068d31678f424ea7f838ba939c938883f8d02,0,0,0,0,0,
2021-02-24,AK,Alaska,55736,,,,totalTestsViral,1662156,46,1260,,,4,,,2021-02-24T03:59:00,2021-02-24T03:59:00Z,02/23 22:59,290,1260,,2021-02-24T03:59:00Z,1662156,67232,1592879,,,,,,,,,,,,,,,,2,176,0,55736,8731,55736,,0,0,67b3b6ca1627ea40d08871803b2659b08b55daae,0,0,0,0,0,
2021-02-24,AL,Alabama,490220,106338,1885151,,totalTestsPeopleViral,2269033,773,45250,,2641,,1500,275245,2021-02-24T11:00:00,2021-02-24T11:00:00Z,02/24 06:00,9744,45250,,2021-02-24T11:00:00Z,,,,383882,7643,2101,,2269033,,,,115627,,,,,,,1,1247,2971,2375371,3947,2375371,,84,0,676bdea053983e254017ca1a5c4545ebe6b40100,0,0,0,0,0,
2021-02-24,AR,Arkansas,317396,66671,2367951,,totalTestsViral,2618676,545,14649,204,,99,1509,307306,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,5387,14649,,2021-02-24T00:00:00Z,2618676,,2367951,250725,4330,1057,,,,,,,,,439073,78202,,,5,803,8380,2685347,8839,2685347,,10,32,2db69acfbfe82aa932fd048848b370f4d670e601,0,0,0,0,0,
2021-02-24,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,f43db694c3c66828b057fcd5303d23ff2014fad3,0,0,0,0,0,
2021-02-24,AZ,Arizona,811968,54615,2960197,,totalTestsViral,7512395,1449,57156,430,,253,,,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,15693,57156,115531,2021-02-24T00:00:00Z,7512395,,,757353,13846,1847,,3717550,,,,435519,,,,,,,4,1310,6987,3772165,34072,3772165,,43,84,dc1808f1cd4e675dbc9c82e8a731dff9f82d048e,0,0,0,0,0,
2021-02-24,CA,California,3455361,,,,totalTestsViral,47652172,6764,,1842,,,,,2021-02-24T02:59:00,2021-02-24T02:59:00Z,02/23 21:59,49877,,,2021-02-24T02:59:00Z,47652172,,,3455361,,,,,,,,,,,,,,,6,5303,0,3455361,138805,3455361,,314,0,73cbf2d1ea6a9377fc80bad073db69cfc87adb38,0,0,0,0,0,
2021-02-24,CO,Colorado,423558,23002,2149917,,totalTestEncountersViral,6080273,427,23349,,,,,,2021-02-24T01:59:00,2021-02-24T01:59:00Z,02/23 20:59,5917,23349,22473,2021-02-24T01:59:00Z,,,,400556,5185,732,6080273,2550473,407672,55797,338578,,,,,,,,8,1168,6888,2573475,36690,2573475,,10,56,fed32c2407fd9bb049293894590d501160cdf06c,0,0,0,0,0,
2021-02-24,CT,Connecticut,278184,18584,,,totalTestsViral,6227431,495,12257,,,,,,2021-02-23T23:59:00,2021-02-23T23:59:00Z,02/23 18:59,7595,12257,,2021-02-23T23:59:00Z,6227431,315971,5903519,259600,6230,1365,,,,,,,,,,,362250,20801,9,1493,0,278184,28724,278184,,23,0,4f5151c89fba8c04fff802fafb839ed51d90fde1,0,0,0,0,0,
2021-02-24,DC,"Washington, D.C.",39943,,,,totalTestEncountersViral,1204605,211,,57,,31,,28532,2021-02-23T00:00:00,2021-02-23T00:00:00Z,02/22 19:00,1001,,,2021-02-23T00:00:00Z,,,,,,,1204605,431248,,,,,,,,,,,11,99,0,39943,3000,39943,,3,0,ffa9847c58964ef84776090f728ca4890320369b,0,0,0,0,0,
2021-02-24,DE,Delaware,85506,4515,533904,,totalTestEncountersViral,1368734,182,,27,,,,,2021-02-23T18:00:00,2021-02-23T18:00:00Z,02/23 13:00,1402,,,2021-02-23T18:00:00Z,,89126,,80991,1269,133,1368734,619410,,,,,,,,,,,10,278,1231,619410,5059,619410,,23,0,fc43ea23c4303a5eaaedc86de2f02d3ed7defd03,0,0,0,0,0,
2021-02-24,FL,Florida,1851151,344284,9080964,8322,totalTestEncountersViral,21369597,4077,79675,,,,,,2021-02-23T23:59:00,2021-02-23T23:59:00Z,02/23 18:59,30878,79675,,2021-02-23T23:59:00Z,18763395,2423735,16250525,1506867,,,21369597,10932115,997190,165482,831212,946648,155757,790547,,,,,12,6923,29359,10940437,105398,10932115,,129,265,13ea477b59bb0e9baeed55982594212e8a2da4e8,0,0,0,0,0,
2021-02-24,GA,Georgia,994061,183588,,,totalTestsViral,7096779,2615,55394,,8999,,,,2021-02-24T14:54:00,2021-02-24T14:54:00Z,02/24 09:54,17064,55394,,2021-02-24T14:54:00Z,7096779,787153,,810473,14882,2182,,,471938,73122,,,,,,,1350009,157551,13,3240,0,994061,20380,994061,,137,227,ce24a8eca0e3567d68f17c2eae2c7275c536a22e,0,0,0,0,0,
2021-02-24,GU,Guam,7729,209,109164,,posNeg,116893,6,,2,,2,,7555,2021-02-24T04:00:00,2021-02-24T04:00:00Z,02/23 23:00,130,,,2021-02-24T04:00:00Z,116684,,,7520,,,,,352,23,,,,,,,9047,248,66,2,431,116893,433,116893,,0,0,fd68d3f2f928e5e716b5671052a99c95e41c8ba5,0,0,0,0,0,
2021-02-24,HI,Hawaii,28050,730,,,totalTestEncountersViral,1075225,37,2204,6,,6,,,2021-02-22T14:30:00,2021-02-22T14:30:00Z,02/22 09:30,435,2204,,2021-02-22T14:30:00Z,,26853,,27320,435,,1075225,,,,,,,,,,,,15,50,0,28050,5055,28050,,4,8,f468650628d43ebedaabe7052bf8f64a8ec80591,0,0,0,0,0,
2021-02-24,IA,Iowa,278410,,1027492,,posNeg,1305902,233,,57,,23,,311666,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,5415,,,2021-02-24T00:00:00Z,2677457,301944,2361198,278410,,,,1308273,,,,110812,17836,92925,238935,55836,1320798,59265,19,589,2101,1305902,2690,1305902,,15,0,a254fb7351a480404922d9d50b42c15236937a13,0,0,0,0,0,
2021-02-24,ID,Idaho,169866,31859,495851,,totalTestsPeopleViral,633858,110,7033,25,1227,,,92859,2021-02-23T19:00:00,2021-02-23T19:00:00Z,02/23 14:00,1840,7033,,2021-02-23T19:00:00Z,1066095,,,138007,1620,220,,633858,,,,,,,,,123809,,16,282,1078,665717,1297,665717,,14,26,250773c2c22ee225c9d5bc25bb7cd7c27a43fa29,0,0,0,0,0,
2021-02-24,IL,Illinois,1179342,,,,totalTestsViral,17804537,1511,,338,,172,,,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,22575,,,2021-02-24T00:00:00Z,17804537,,,,20374,2201,,,,,,,,,,,,,17,2022,0,1179342,82976,1179342,,47,0,f507642f94e36406d3cf6713d1641efd46bcba1a,0,0,0,0,0,
2021-02-24,IN,Indiana,658043,,2435646,,totalTestsViral,7856992,886,42635,158,7445,79,,,2021-02-23T23:59:00,2021-02-23T23:59:00Z,02/23 18:59,12467,42635,430062,2021-02-23T23:59:00Z,7856992,749447,,,12039,428,,3093689,,,,,,,,,,,18,1006,3954,3093689,41241,3093689,,17,78,326ac79609db9f344bf84e42b00b589bfc685b5f,0,0,0,0,0,
2021-02-24,KS,Kansas,292837,,955931,,posNeg,1248768,214,9189,52,2482,22,411,,2021-02-24T10:00:00,2021-02-24T10:00:00Z,02/24 05:00,4724,9189,6297,2021-02-24T10:00:00Z,2438740,,,,,,,1248768,,,,,,,,,573408,,20,1122,4147,1248768,5269,1248768,,81,86,1749c2c3dfcdfd2b807da558e2835e8e078e804a,0,0,0,0,0,
2021-02-24,KY,Kentucky,400307,92766,,,totalTestsViral,3862877,883,18859,228,3930,112,,47225,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,4527,18859,,2021-02-24T00:00:00Z,3862877,247781,,307541,4107,420,,,110788,9471,,,,,,,465656,36262,21,1294,0,400307,5572,400307,,51,91,40e1faed12aa32e5bb5e935fff620190602dc086,0,0,0,0,0,
2021-02-24,LA,Louisiana,426925,59343,5040972,,posNeg,5467897,687,,,,102,,408463,2021-02-24T13:00:00,2021-02-24T13:00:00Z,02/24 08:00,9528,,,2021-02-24T13:00:00Z,5408554,,,367582,8860,668,,,,,,,,,,,440757,,22,877,20853,5467897,21730,5467897,,25,0,44c031bbb9597881b3cb509d1a41ff8a0530a99b,0,0,0,0,0,
2021-02-24,MA,Massachusetts,573885,30189,4311159,,totalTestsViral,15776531,875,19444,219,,151,,477796,2021-02-23T23:59:00,2021-02-23T23:59:00Z,02/23 18:59,15945,19444,,2021-02-23T23:59:00Z,15776531,650220,,543696,15624,321,,4854855,,,,153152,14895,,548242,,,,25,2102,11201,4885044,114127,4885044,,62,268,5433e7d79d6df2b14e81df6065cd552e14b2f1cf,0,0,0,0,0,
2021-02-24,MD,Maryland,378490,,2972600,,totalTestsViral,7718790,960,34672,249,,,,9626,2021-02-24T10:00:00,2021-02-24T10:00:00Z,02/24 05:00,7789,34672,,2021-02-24T10:00:00Z,7718790,461976,,378490,7607,182,,3351090,,,,195908,27357,168551,,,,,24,862,4940,3351090,29249,3351090,,27,95,8afa92b3dbfa48b52dd9c4e402f19912b41811e7,0,0,0,0,0,
2021-02-24,ME,Maine,43900,9177,,,totalTestsViral,1556092,74,1515,25,,7,,12779,2021-02-23T23:59:00,2021-02-23T23:59:00Z,02/23 18:59,677,1515,,2021-02-23T23:59:00Z,1556092,40133,,34723,658,19,,,14905,805,14088,,,,,,189401,9867,23,164,0,43900,12602,43900,,17,4,d6d63d9475ded98c788da319f341f650259c7a7f,0,0,0,0,0,
2021-02-24,MI,Michigan,641270,57306,,,totalTestsViral,10258784,855,,200,,86,,529080,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,16389,,,2021-02-24T00:00:00Z,10258784,739046,9519738,583964,15405,984,,,522406,,,,,,,,,,26,1558,0,641270,41891,641270,,9,0,1ad36daa3ca5af07f840cc7ef3d7b651bf67c911,0,0,0,0,0,
2021-02-24,MN,Minnesota,480845,22975,2972750,,totalTestEncountersViral,6785781,292,25579,59,5284,,,467969,2021-02-23T17:00:00,2021-02-23T17:00:00Z,02/23 12:00,6443,25579,,2021-02-23T17:00:00Z,,,,457870,6173,270,6785781,3430620,,,,,,,,,411600,,27,754,4753,3453595,6168,3453595,,9,51,7d2d5efa5f7466b90eb7234ba36dc4f88c380172,0,0,0,0,0,
2021-02-24,MO,Missouri,476351,,1843214,,totalTestsViral,4422930,1182,,244,,161,,,2021-02-24T00:59:00,2021-02-24T00:59:00Z,02/23 19:59,7894,,,2021-02-24T00:59:00Z,4422930,525813,3887769,476351,,,,2319565,147964,23441,124325,132696,,,340085,,820678,80711,29,560,2857,2319565,11920,2319565,,9,0,840406ec7b2d8c01c7f2dde6a7a8efc56e7692e0,0,0,0,0,0,
2021-02-24,MP,Northern Mariana Islands,143,,17429,,posNeg,17572,,4,,,,,29,2021-02-20T00:00:00,2021-02-20T00:00:00Z,02/19 19:00,2,4,,2021-02-20T00:00:00Z,26131,,,143,2,,,17542,,,,,,,,,,,69,0,0,17572,0,17572,,0,0,bdb0e6e48bcfa36faac569a4c80fd92ace3b2365,0,0,0,0,0,
2021-02-24,MS,Mississippi,291891,110342,1436186,,posNeg,1728077,554,9012,141,,90,,273437,2021-02-23T00:00:00,2021-02-23T00:00:00Z,02/22 19:00,6605,9012,,2021-02-23T00:00:00Z,1617180,,,181549,4633,1972,,,80525,,,,,,,,728148,,28,669,0,1728077,669,1728077,,28,0,1fc4ea61ecf98b4efb9a3d6d16b8d758ddf43ead,0,0,0,0,0,
2021-02-24,MT,Montana,99242,3803,,,totalTestsViral,1056170,97,4559,18,,12,,96040,2021-02-24T01:59:00,2021-02-24T01:59:00Z,02/23 20:59,1348,4559,,2021-02-24T01:59:00Z,1056170,,,95439,,,,,,,,,,,,,,,30,202,0,99242,3437,99242,,2,5,efc1d9d5dfddff18d3ecc43414acc104b487512a,0,0,0,0,0,
2021-02-24,NC,North Carolina,849630,106864,,,totalTestsViral,9310743,1530,,380,,,,,2021-02-24T11:45:00,2021-02-24T11:45:00Z,02/24 06:45,11074,,795521,2021-02-24T11:45:00Z,9310743,,,742766,9804,1270,,,,,,,,,,,729784,,37,3346,0,849630,27606,849630,,109,0,28ecc2b4cc8c7c3143e8b87c450c5cc2e5c5dd5e,0,0,0,0,0,
2021-02-24,ND,North Dakota,99531,5137,303582,,totalTestEncountersViral,1399342,28,3860,5,563,,,97389,2021-02-24T01:59:00,2021-02-24T01:59:00Z,02/23 20:59,1470,3860,,2021-02-24T01:59:00Z,1500838,,,94394,,,1399342,403113,13395,1442,11953,,,,,,136833,,38,115,315,403113,3513,403113,,2,1,43f9c36e9fc204e8a352c11b1786bdea5e99d3e0,0,0,0,0,0,
2021-02-24,NE,Nebraska,199782,,759715,,totalTestsViral,2335453,178,6059,,,,,153585,2021-02-24T12:15:00,2021-02-24T12:15:00Z,02/24 07:15,2054,6059,,2021-02-24T12:15:00Z,2335453,231778,2101080,,,,,960014,,,,,,,,,,,31,380,1448,959497,12443,959497,,4,11,51004b5df8a777594ec10dcc6b8c46077714d6ee,0,0,0,0,0,
2021-02-24,NH,New Hampshire,74258,22003,573210,,totalTestsViral,1419496,103,1101,,342,,,70318,2021-02-24T09:00:00,2021-02-24T09:00:00Z,02/24 04:00,1157,1101,,2021-02-24T09:00:00Z,1419496,,,52255,,,,625465,39056,,,37511,,,,,185376,,33,335,1309,647468,5611,647468,,2,6,3d54a4cc8b1279611a49ab28bff461e5315fc421,0,0,0,0,0,
2021-02-24,NJ,New Jersey,775386,85442,9712105,,posNeg,10487491,2070,63252,435,,273,,,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,23077,63252,74524,2021-02-24T00:00:00Z,10402049,,,689944,20746,2331,,,,,,,,,,,,,34,3119,37620,10487491,40739,10487491,,99,62,3a32a00582c1974f4748284329fc93e1e0721f88,0,0,0,0,0,
2021-02-24,NM,New Mexico,183781,,,,totalTestsViral,2642422,251,13024,,,,,137250,2021-02-24T18:08:00,2021-02-24T18:08:00Z,02/24 13:08,3658,13024,,2021-02-24T18:08:00Z,2642422,,,,,,,,,,,,,,,,,,35,446,0,183781,14605,183781,,14,35,d473bd0ab8ff39384304efcee195d9a6ac228467,0,0,0,0,0,
2021-02-24,NV,Nevada,292059,,1108772,,totalTestEncountersViral,2686592,534,,120,,78,,,2021-02-23T00:00:00,2021-02-23T00:00:00Z,02/22 19:00,4919,,,2021-02-23T00:00:00Z,,,,292059,,,2686592,1400831,,,,,,,,,,,32,516,2124,1400831,8343,1400831,,16,0,e5b8c5bbd570e4c3a0a4a96307a3539367507416,0,0,0,0,0,
2021-02-24,NY,New York,1597774,,,,totalTestEncountersViral,36977757,5876,89995,1154,,800,,,2021-02-23T14:00:00,2021-02-23T14:00:00Z,02/23 09:00,38135,89995,143659,2021-02-23T14:00:00Z,,,,,,,36977757,,,,,,,,,,,,36,6189,0,1597774,216813,1597774,,104,0,d2411759c2fc861fb1e5023e3b274f0f75cfaa93,0,0,0,0,0,
2021-02-24,OH,Ohio,959995,135594,,,totalTestsViral,9849578,1338,49788,356,7083,236,,897425,2021-02-24T14:00:00,2021-02-24T14:00:00Z,02/24 09:00,17045,49788,,2021-02-24T14:00:00Z,9849578,852166,,824401,14500,2545,,,,,,,,,,,1629432,82707,39,1842,0,959995,18715,959995,,77,137,75cdfd38912f190b0ce1a89a0a2b3c46328f62a7,0,0,0,0,0,
2021-02-24,OK,Oklahoma,421010,,3024431,3773,posNeg,3445441,591,23768,161,,,,403159,,,,4264,23768,,,3418737,382869,3024431,,,,,,145659,20802,,,,,,,,,40,798,14553,3449214,15351,3445441,,37,68,80a2f81b2feb0e50406d9179e076bad3f68ba8ce,0,0,0,0,0,
2021-02-24,OR,Oregon,153645,,,,totalTestsViral,3510691,191,8496,49,,24,,,2021-02-23T03:01:00,2021-02-23T03:01:00Z,02/22 22:01,2162,8496,,2021-02-23T03:01:00Z,3510691,200915,3309776,,,,,,,,,,,,,,,,41,511,0,153645,12526,153645,,7,39,3d9b49935c058d71b63f7807bc03e313c1a95003,0,0,0,0,0,
2021-02-24,PA,Pennsylvania,920634,127932,3843793,,totalTestEncountersViral,10190768,1972,,433,,239,,828570,2021-02-24T12:00:00,2021-02-24T12:00:00Z,02/24 07:00,23787,,,2021-02-24T12:00:00Z,,,,792702,,,10190768,4636495,,,,,,,,,,,42,2786,9323,4764427,39966,4764427,,76,0,7b232e5649ee322b9c98a556b5662bfc6da86384,0,0,0,0,0,
2021-02-24,PR,Puerto Rico,99519,7685,305972,,posNeg,405491,242,,46,,38,,90027,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,2007,,,2021-02-24T00:00:00Z,415664,20103,395291,91834,1706,301,,,,78747,,,,,,,,,72,43,0,405491,43,405491,,21,0,f3ef9c30016951db53036c8d6c7d31f16bdfff03,0,0,0,0,0,
2021-02-24,RI,Rhode Island,124718,,662136,,totalTestEncountersViral,2922011,168,8850,32,,16,,,2021-02-24T13:00:00,2021-02-24T13:00:00Z,02/24 08:00,2487,8850,7685,2021-02-24T13:00:00Z,,148754,2773257,,,,2922011,786854,,,,,,,,,,,44,456,1600,786854,19189,786854,,11,15,94c6c803fb3f3a8f93d8778c4cce07643d7b3d3d,0,0,0,0,0,
2021-02-24,SC,South Carolina,509044,70183,4396259,,posNeg,4905303,968,20117,231,,129,,230793,2021-02-22T23:59:00,2021-02-22T23:59:00Z,02/22 18:59,8398,20117,,2021-02-22T23:59:00Z,4835120,565314,4269806,438861,7460,938,,,130819,26483,104336,,,,,,827985,105305,45,2132,53546,4905303,55678,4905303,,41,93,67b5fbbd4fbb681bf80ab9d141e63d9c2f5ea8b2,0,0,0,0,0,
2021-02-24,SD,South Dakota,111808,12450,308019,,totalTestsViral,685063,102,6570,17,,9,,108053,2021-02-23T14:00:00,2021-02-23T14:00:00Z,02/23 09:00,1864,6570,,2021-02-23T14:00:00Z,685063,104479,,99358,,,,419827,,,,,,,,,,,46,262,778,419827,2103,419827,,1,22,a77af4c71aaa2ea2c8fa1ace02a9be01b6fed480,0,0,0,0,0,
2021-02-24,TN,Tennessee,768946,123944,,,totalTestsViral,6709400,1142,18430,280,,148,,743254,2021-02-24T15:00:00,2021-02-24T15:00:00Z,02/24 10:00,11266,18430,,2021-02-24T15:00:00Z,6709400,744017,5965383,645002,9060,2206,,,,,,,,,,,1329787,135530,47,1631,0,768946,15755,768946,,68,67,945611fad47bf98cb93bff99b9548da822af4627,0,0,0,0,0,
2021-02-24,TX,Texas,2613792,349029,,,totalTestsViral,19303921,6738,,2063,,,,2368008,2021-02-24T16:55:00,2021-02-24T16:55:00Z,02/24 11:55,41980,,,2021-02-24T16:55:00Z,19303921,2576255,,2264763,,,,,1000019,144994,,,,,,,2358865,195226,48,7517,0,2613792,61640,2613792,,339,0,55af43d546ab5c75ad5026295f83b4ebc672388b,0,0,0,0,0,
2021-02-24,UT,Utah,368601,,1521375,,totalTestsViral,2819300,252,14554,91,2288,,807,347721,2021-02-24T09:34:00,2021-02-24T09:34:00Z,02/24 04:34,1879,14554,,2021-02-24T09:34:00Z,2819300,341007,2478293,,,,,1833776,,,,,,,346818,55574,925044,57982,49,812,4362,1889976,9940,1889976,,14,34,74fd79922a1bc3639cc973ee08018751aafb9803,0,0,0,0,0,
2021-02-24,VA,Virginia,568946,119946,,291,totalTestEncountersViral,5799799,1564,23798,318,,185,,,2021-02-23T17:00:00,2021-02-23T17:00:00Z,02/23 12:00,7807,23798,46208,2021-02-23T17:00:00Z,,548449,,449000,6712,1095,5799799,,219361,27100,,,,,,,1333909,119584,51,1907,0,569237,20805,568946,,149,100,9ac072e4579372f23d431770119af4b674bf443e,0,0,0,0,0,
2021-02-24,VI,United States Virgin Islands,2613,,44366,117,posNeg,46979,,,,,,,2487,2021-02-24T06:11:00,2021-02-24T06:11:00Z,02/24 01:11,25,,,2021-02-24T06:11:00Z,,,,,,,,47096,,,,,,,,,,,78,24,469,47096,493,46979,,0,0,c7481d350fe9f23d113fe31d24dddec402ddd394,0,0,0,0,0,
2021-02-24,VT,Vermont,14768,423,312998,,totalTestsViral,1031951,32,,10,,,,11998,2021-02-23T23:59:00,2021-02-23T23:59:00Z,02/23 18:59,201,,,2021-02-23T23:59:00Z,1031951,,,14345,,,,327343,,,,,,,,,,,50,77,426,327766,2902,327766,,2,0,aed9835d410157a2b1feb2cb5d30e8406a9cff69,0,0,0,0,0,
2021-02-24,WA,Washington,335693,17888,,,totalTestEncountersViral,5145517,544,19160,98,,58,,,2021-02-23T02:59:00,2021-02-23T02:59:00Z,02/22 21:59,4881,19160,,2021-02-23T02:59:00Z,,317740,4827423,317805,,,5145517,,,,,,,,,,,,53,731,0,335693,25291,335693,,24,50,631a12d71948112877c86fa72ac3e3d7c2e6270f,0,0,0,0,0,
2021-02-24,WI,Wisconsin,614260,52949,2603118,45,totalTestEncountersViral,6737019,347,25893,92,2250,,,546408,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,6936,25893,,2021-02-24T00:00:00Z,,,,561311,6342,594,6737019,3164429,,,,,,,,,,,55,841,4517,3217423,27260,3217378,,26,55,2abe83f3c24f7d99e1aa82590530f7c0044108df,0,0,0,0,0,
2021-02-24,WV,West Virginia,130382,26106,,,totalTestsViral,2135830,292,,74,,40,,120030,2021-02-23T23:59:00,2021-02-23T23:59:00Z,02/23 18:59,2285,,,2021-02-23T23:59:00Z,2135830,,,104276,1941,344,,,31752,,,,,,,,,,54,243,0,130382,8563,130382,,11,0,07c6449574d8507903c2725c5b5d6f330ead3523,0,0,0,0,0,
2021-02-24,WY,Wyoming,53988,8187,180228,,totalTestsViral,629838,25,1374,,,,,52679,2021-02-24T00:00:00,2021-02-24T00:00:00Z,02/23 19:00,671,1374,,2021-02-24T00:00:00Z,629838,38597,583283,45801,,,,226029,,,,,,,,,,,56,44,797,234216,4802,234216,,0,1,76ad8e4233c919a03e85ddd982edac30140b8910,0,0,0,0,0,
2021-02-23,AK,Alaska,55560,,,,totalTestsViral,1653425,38,1260,,,5,,,2021-02-23T03:59:00,2021-02-23T03:59:00Z,02/22 22:59,290,1260,,2021-02-23T03:59:00Z,1653425,67036,1584367,,,,,,,,,,,,,,,,2,53,0,55560,4640,55560,,0,9,8e9b55832d194e6faf511a32f4d3362caac0960e,0,0,0,0,0,
2021-02-23,AL,Alabama,488973,106067,1882180,,totalTestsPeopleViral,2265086,762,45250,,2632,,1497,275245,2021-02-23T11:00:00,2021-02-23T11:00:00Z,02/23 06:00,9660,45250,,2021-02-23T11:00:00Z,,,,382906,7575,2085,,2265086,,,,115256,,,,,,,1,1453,4250,2371153,4825,2371153,,68,122,a802ef0164c769a63bb5f8bee8625c468e610c29,0,0,0,0,0,
2021-02-23,AR,Arkansas,316593,66327,2359571,,totalTestsViral,2609837,545,14617,204,,99,1505,306382,2021-02-23T00:00:00,2021-02-23T00:00:00Z,02/22 19:00,5377,14617,,2021-02-23T00:00:00Z,2609837,,2359571,250266,4321,1056,,,,,,,,,436309,77812,,,5,834,4360,2676164,4779,2676164,,14,47,1afb529b3e7563e63c092ddf862fde42dab2cefd,0,0,0,0,0,
2021-02-23,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,dc0db6d8a59051100a40bd5f4bf3390fd5aa499b,0,0,0,0,0,
